Species	Li32124_S1d_metagenome	Li32125_S2d_metagenome	Li32126_S3d_metagenome	Li32127_S4d_metagenome	Li32128_S5d_metagenome	Li32129_S6d_metagenome	Li32130_S7d_metagenome	Li32131_S8d_metagenome	Li32132_S9d_metagenome	Li32133_S10d_metagenome	Li32134_S11d_metagenome	Li32135_S12d_metagenome	Li32136_S13d_metagenome	Li32137_S14d_metagenome	Li32138_S15d_metagenome	Li32139_S16d_metagenome	Li32140_S17d_metagenome	Li32141_S18d_metagenome	Li32142_S19d_metagenome	Li32143_S20d_metagenome	Li32144_S21d_metagenome	Li32145_S22d_metagenome	Li32146_S23d_metagenome	Li32147_S24d_metagenome	Li32148_S25d_metagenome	Li32149_S26d_metagenome	Li32150_S27d_metagenome	Li32151_S28d_metagenome	Li32152_S29d_metagenome	Li32153_S30d_metagenome	Li32154_S31d_metagenome	Li32155_S32d_metagenome	Li32156_S33d_metagenome	Li32157_S34d_metagenome	Li32158_S35d_metagenome	Li32159_S36d_metagenome	Li32160_S37d_metagenome	Li32161_S38d_metagenome	Li32162_S39d_metagenome	Li32163_S40d_metagenome	Li32164_S41d_metagenome	Li32165_S42d_metagenome	Li32166_S43d_metagenome	Li32167_S44d_metagenome	Li32168_S45d_metagenome	Li32169_S46d_metagenome	Li32170_S47d_metagenome	Li32171_S48d_metagenome	Li32172_S49d_metagenome	Li32173_S50d_metagenome	Li32174_S51d_metagenome	Li32175_S52d_metagenome	Li32176_S53d_metagenome	Li32177_S54d_metagenome	Li32178_S55d_metagenome	Li32179_S56d_metagenome	Li32180_S57d_metagenome	Li32181_S58d_metagenome	Li32182_S59d_metagenome	Li32183_S60d_metagenome	Li32184_S61d_metagenome	Li32185_S62d_metagenome	Li32186_S63d_metagenome	Li32187_S64d_metagenome	Li32188_S65d_metagenome	Li32189_S66d_metagenome	Li32190_S67d_metagenome	Li32191_S68d_metagenome	Li32192_S69d_metagenome	Li32193_S70d_metagenome	Li32194_S71d_metagenome	Li32195_S72d_metagenome	Li32196_S73d_metagenome	Li32197_S74d_metagenome	Li32198_S75d_metagenome	Li32199_S76d_metagenome	Li32200_S77d_metagenome	Li32201_S78d_metagenome	Li32202_S79d_metagenome	Li32203_S80d_metagenome	Li32204_S81d_metagenome	Li32205_S82d_metagenome	Li32206_S83d_metagenome	Li32207_S84d_metagenome
s__Bacteroides_intestinalis	0	0	0	0.20896	0.16375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0646	0.90119	0.5121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02723	0.03539	0.02854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05842	0.12971	0	0
s__Neglectibacter_timonensis	0	0	0	0.18537	0.60329	0	0.21161	0.26104	0.46717	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0.01826	0.01723	0.09901	0.22792	0.02486	0.00331	0	0.36484	0.00798	0.01376	0.07835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10526	0.05157	0	0	0	0	0.353	0.13596	0.02251	0	0	0	0.00055	0.01378	0.00184	0	0.03646	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0.08253	0.02704	0.0418	0.08068	0.00089	0
s__GGB9712_SGB15244	0	0	0	0.16729	0.12748	0	0.41444	0.51074	0.40808	0	0.00029	0	0	0	0	0	0	0	0	0	0	1.06917	0.22263	0.54899	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59524	1.08203	0.08175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08793	0.57514	0.13829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Parabacteroides_distasonis	0	0	0	0.1271	0.26184	0.01406	0.33523	0.53016	0.7606	0	0.00039	0	1.21193	1.36666	1.52111	0.27174	0.18874	0.23603	0.0187	0	0	0.87186	2.32873	0.93176	0.02057	0.01975	0.02289	0.06903	0.41103	0.43322	0	0	0	0.00971	0.37692	1.91718	1.9247	0.33115	0.03744	0.03856	0.04798	0	0	0	0	0.28377	0.24206	0.01849	0.12304	0.01294	0.05873	0.54942	0.72647	0.16734	0.27671	0.14947	1.22094	0.15578	0.10087	0	0	0	0	0.18554	0.02008	0	0	0	0	0	0	0	0	0	0.03102	0.03916	0.64544	0.95545	0.06546	0.05238	0.09602	0.01661	0.00481	0.0563
s__Clostridium_sp_AF36_4	0	0	0	0.11778	0	0.43584	0.00289	0.14285	0.21806	0	0	0	0	0	0	0	0	0	0.00748	0	0	0.07398	0.01062	0.34632	0	0	0	0.46136	0.17191	0.75827	0	0.208	0	0.08382	0	0	0	0.21578	0.32883	0.41283	0	0	0	0	0.05334	0	0.64033	0.23483	0.19903	0	0	0	0	0.0689	0.2852	0.36578	0.5136	0.6034	0.09823	0.17002	0.36584	0.03088	0.28864	0.70904	0.58272	0.63778	0.06895	1.02845	0	0	0	0	0	0	0.02551	0.63327	0.93085	0	0	0	0.28307	0.10142	0.24058	0.76717
s__GGB9760_SGB15374	0	0	0	0.11628	0.01096	0	0.37879	0.23751	0.49256	0	0	0	0	0	0	0	0	0	0.00538	0	0	1.57239	1.29929	0.90384	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18424	0.19276	0.15853	0.24104	0	0	0	0.2581	0.24686	0.58531	0	0	0	0	0	0	0.55183	0.12728	0.54856	0.06653	0.1277	0.16691	0	0	0	0	0	0	0.90054	0.46363	1.34098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Vescimonas_fastidiosa	0	0	0	0.10911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gordonibacter_pamelaeae	0	0	0	0.10493	0.02653	0	0.0213	0.00468	0.02147	0.07709	0.05033	0.06343	0	0	0	0	0	0	0.42129	0.32619	0.92943	0.16468	0.01616	0.02952	0.17385	0.09969	0.08307	0.07238	0.11586	0	0.04084	0.02561	0.08225	0.01622	0.01134	0.05476	0.01102	0.07076	0.21365	0.06663	0.05832	0	0	0	0	0	0	0.18456	0.04778	0.09085	0.03037	0.01888	0.04337	0	0	0	0.05269	0.04194	0.21121	0.02802	0.0675	0.01459	0.00183	0.00536	0	0.00718	0.0054	0.05943	0	0	0	0.0268	0.07952	0.19817	0.00123	0	0.06045	0.03276	0.04782	0	0	0	0.05891	0.03941
s__Parabacteroides_goldsteinii	0	0	0	0.10105	0.12982	0	0.63663	0.15529	0.14635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04458	0.01902	0.15671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15193	0.01436	0	0	0	0
s__Streptococcus_vestibularis	0	0	0	0.10016	0	0	0	0	0	0	0	0	0.03298	0.03304	0.0151	0.00557	0.0143	0	0.00897	0	0.01486	0	0	0	0.00843	0	0	0	0	0	0	0	0.00217	0.00205	0	0	0	0	0	0.00133	0.00211	0.0985	0.07952	0.005	0	0	0	0.02403	0.02659	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00635	0.00535	0	0	0.00574	0	0	0	0	0	0	0	0	0.00251	0	0.00299	0	0	0	0.1065	0.00842
s__GGB9640_SGB15115	0	0	0	0.09852	0.05252	0	0	0.02889	0.0278	0	0	0	0	0	0	0	0	0	0.00022	0	0	0.02372	0.0291	0.04554	0	0	0	0.1126	0.03122	0	0	0	0	0	0	0	0	0.0246	0.09067	0.03689	0.03422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06143	0.08999	0.1555	0	0	0	0.10357	0.04796	0.02191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1497	0.15876
s__GGB9522_SGB14921	0	0	0	0.09198	0.02353	0	0.02493	0.03528	0.03277	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	0.00107	0	0	0	0.03617	0.03217	0.03583	0	0	0	0.00737	0.01684	0	0	0.01653	0.0703	0.02212	0	0	0.0432	0.02373	0	0	0	0	0	0	0	0	0	0.01152	0.00937	0.0307	0.00921	0.01845	0.03805	0	0	0	0.01885	0.03506	0.02144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666	0.01062	0	0
s__GGB9774_SGB15394	0	0	0	0.08715	0.15593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Intestinibacter_bartlettii	0	0	0	0.08662	0.09075	0	0.01497	0	0	0	0	0	0.03875	0.04665	0.05685	0.01441	0.01013	0.00605	0	0	0.01221	0	0	0.00378	0.01124	0	0	0	0	0.14073	0.00614	0.07806	0.00104	0	0	0	0	0.00774	0.02495	0.00292	0.00237	0.25856	0.14972	0.03542	0.01378	0.14419	0.11553	0.04243	0.04148	0.32398	0.1045	0.07867	0.40205	0	0	0	0.14041	0.10231	0.03212	0.00273	0.00143	0.00197	0.06773	0.0051	0.00498	0	0.00932	0.1154	0	0	0	0	0	0.00064	0	0.01814	0.00334	0	0.02825	0	0	0.00051	0	0
s__GGB9667_SGB15164	0	0	0	0.08321	0.00619	0	0.00509	0.0064	0.01268	0.02437	0.03935	0.02661	0	0	0	0	0	0	0.0818	0.02813	0.01244	0.00541	0.0135	0	0.02242	0.08814	0.03108	0.01346	0.01768	0.01943	0.04701	0.03241	0.01796	0.01176	0.01224	0.24683	0.09941	0.00912	0.00541	0.00278	0.00766	0	0	0	0	0.14989	0.00023	0	0	0	0.02783	0.02529	0.02491	0.0193	0.00148	0.00604	0	0	0	0	0	0	0	0.00206	0	0	0	0	0.09275	0.15535	0.06921	0.00373	0.02567	0.02184	0	0	0	0	0	0	0.01722	0.00619	0.02259	0.00443
s__Lachnospiraceae_bacterium_CLA_AA_H215	0	0	0	0.07952	0.09979	0	0.00215	0	0	0	0	0	0	0	0	0.03889	0.03321	0.01271	0	0	0	0.01589	0.01267	0.03418	0.04701	0.04137	0.03051	0	0	0	0	0	0	0	0	0	0	0.01559	0.04233	0.04656	0	0.05832	0.06937	0.01408	0	0	0	0.07792	0.06776	0.09531	0	0	0	0.02645	0.03111	0.01767	0.0142	0.00698	0.08765	0	0	0	0.02069	0.06045	0.03709	0.00163	0.03157	0.01206	0	0	0	0	0	0	0.04579	0.05631	0	0	0	0	0.05145	0.05864	0	0
s__Lawsonibacter_hominis	0	0	0	0.07695	0.00975	0	0.00601	0.01042	0.02462	0.05345	0.03471	0.01303	0	0	0	0	0	0	0.2435	0.08911	0.07692	0.00909	0	0	0.03456	0.34664	0.04354	0	0	0	0	0	0	0	0	0	0	0.03588	0.04058	0.00176	0	0.03742	0.02114	0.02793	0	0	0	0	0	0	0	0	0	0.00904	0	0.01836	0	0	0	0.02402	0.12995	0.03037	0	0.00879	0	0.00468	0.01006	0	0	0	0	0	0	0	0	0	0.00905	0.01782	0	0	0.01476	0.00161	0.03046	0.06074
s__Roseburia_intestinalis	0	0	0	0.0729	0	0	0.00135	0.14302	0.16261	3.71477	6.13915	3.52085	1.13138	0.86677	2.23155	0	0	0.06087	0.01951	0	0.03701	0.02937	0	0	0	0	0	0.0001	0.03036	0.11803	0.5117	0.38093	0.08383	4.57046	0.53924	0	0	0.03378	0.03128	0.10075	0	0.50751	0.11811	0.06969	1.08517	0.50869	4.33616	0.54694	0.60844	0.16555	0.02745	0.56838	0.01517	0.26121	0.44573	0.1118	1.27506	0.97549	0.44585	1.91639	0.23376	0.22227	0.52173	0.69333	1.66294	1.54452	3.1306	0.08831	0	0	0	0.0837	0.55326	0.97508	0.01168	0.00692	0.80383	0.34433	0.00284	0	0.94567	0.05616	1.10689	0.16576
s__GGB9690_SGB15196	0	0	0	0.06775	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32129	0.10389	0.05156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9453_SGB14844	0	0	0	0.0658	0.0437	0	0	0	0	0	0.00081	0	0.02931	0.01079	0.0172	0	0	0	1.90144	1.11275	0.64898	0.07888	0.15302	0.00501	0.03461	0.0234	0.01899	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0.01639	0.06179	0.02628	0	0	0	0.20561	0.13914	0.32822	0.05201	0.03908	0.39352	0.01615	0.00298	0.00919	0	0.01398	0.01023	0	0	0	0.00186	0.01982	0.00694	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0.02683	0	0	0	0.1792	0.04414
s__Bifidobacterium_animalis	0	0	0	0.06295	0	0	0.22116	0.01335	0	0	0	0.0026	0	0.29591	0	0	0	0	0	1.101	0.02625	0	0.00438	0.05196	0	0	0	0	0	0.27833	0	0	0	0	0	0	0.20166	0.3992	0	0.08172	0.76218	0	0	0	0	0	0	0	0	0	0	0.0022	0.74575	0.89508	0.05205	0.27721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04273	0	0	0	0.08025	0	0	0	0	0
s__Bacteroides_fragilis	0	0	0	0.05279	0.23822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25649	0.45557	0.00143	0	0	0.90054	0.79017	0	0	0	0	0.25614	0.36464	0.80605	0.34715	0.21688	0.03059	0.10022	0.26415	0.93262	0.20992	0.12834	0.7811	0	0	0	0	0.01303	0.02495	0.25725	0.08113	0.41279	0	0.00709	0.00634	0.19182	0.23966	0.0013	0	0	0	0.64037	0.20451	0.40136	0	0	1.7673	0.6595	0	0	0	0	0.01205	0.46659
s__GGB2653_SGB3574	0	0	0	0.05237	0.01211	0	0.01172	0.01977	0.03268	0.08181	0.04982	0.05054	0	0	0	0	0.08737	0.08293	0.04379	0.04956	0.23535	0.03117	0.04674	0.01803	0.06355	0.04001	0.03069	0.02058	0.01628	0.01043	0.04297	0.02603	0.01868	0	0.02722	0.01834	0	0	0	0	0	0.02804	0.06891	0.03282	0.00625	0.06121	0.03861	0.03999	0.02176	0	0.0226	0.06347	0.04384	0.03195	0.00794	0.00903	0	0	0	0.05868	0.01067	0.13311	0	0.02568	0.01909	0	0.02092	0.0163	0.02442	0.04235	0.03149	0.00848	0	0.04362	0	0	0.01938	0.02991	0.06196	0	0.01948	0.09172	0.02507	0.00377
s__GGB2980_SGB3962	0	0	0	0.04938	0.03666	0	0.01076	0.02085	0.00599	0	0	0	0	0	0	0	0.02069	0.02086	0.18638	0.12236	0.44292	0.03147	0.01423	0.01635	0.00374	0.00729	0.00385	0	0	0	0.00313	0.01041	0.05783	0	0	0	0	0.01046	0.00447	0.0003	0	0.0258	0.07713	0.02613	0	0.025	0.00129	0.02228	0.00714	0	0.12567	0.03425	0.19151	0.05191	0.00846	0.02635	0	0	0	0	0.00325	0	0	0.00158	0.00069	0	0	0	0	0	0	0.00193	0	0.04628	0	0	0	0	0.00844	0.00162	0.00854	0.02731	0.12814	0.02502
s__Parasutterella_excrementihominis	0	0	0	0.04278	0.37241	0	0	0	0	0.70836	0.94166	1.3705	0	0	0	0.55801	0.3295	0.14617	0	0	0	0.05877	0.13998	0.10681	0	0	0.0513	0.0001	0.00406	0.0061	0.00252	0.02184	0	0.00253	0	0	0	0.01391	0.00222	0	0	0	0	0	0.02097	0.04319	0.00792	0	0	0	0	0.00056	0	0.00059	0.01135	0.00026	1.16186	0.26606	0.03521	0.10016	0.02666	0.08625	0	0.06276	0.01383	0.03729	0.01184	0	0.73644	0.3161	0.08885	0	0	0	0	0	0.49116	0.48553	0.0777	0	0.11316	0.10905	0.05544	0.09165
s__GGB9590_SGB15012	0	0	0	0.04203	0	0	0	0.00486	0.06494	0	0	0	0	0	0	0	0	0	0	0	0	0.00844	0.00144	0.00905	0	0	0	0	0.00326	0	0	0	0	0	0	0	0	0.00348	0.04061	0.0607	0.02028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137	0.01282	0.0032	0	0	0	0.00358	0.07709	0.03325	0.00034	0.01081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Butyricimonas_faecihominis	0	0	0	0.03832	0.08912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0.05746	0.24816	0.08292	0	0	0	0	0	0	0	0	0	0	0	0	0.26324	0.27935	0.48472	0	0.23363	0.00666	0	0	0	0	0	0	0.27944	0.04796	0.15738	0	0	0	0	0.19183	0	0.00397	0.00435	0	0
s__Bianquea_renquensis	0	0	0	0.03613	0.00462	0	0	0	0	0	0.01674	0.01666	0.05163	0	0	0	0	0	0.03279	0.02101	0.03706	0	0.01256	0.01014	0	0	0	0	0	0	0	0	0	0.00083	0	0.04744	0	0.00308	0.0266	0.0006	0	0.00154	0.02175	0.00759	0	0	0	0.01139	0.00877	0	0	0	0	0.01261	0	0.02003	0	0.0012	0.00652	0	0	0	0	0	0	0	0	0	0.01514	0	0.07772	0	0	0	0	0	0.00282	0.00239	0	0	0	0	0	0
s__Odoribacter_splanchnicus	0	0	0	0.03597	0.23992	0	0.04706	0.27396	0.18158	0	0	0	0.8094	0.54623	0.5697	0.04632	0.15333	0.39524	0.00076	0	0	0.15399	0.1425	0.16908	0.01064	0.05583	0.01034	0.04527	0.12093	0.08472	0.04556	0.26425	0.00089	0	0.09548	0.60269	0.98135	0.11289	0.02257	0.10076	0.08026	0	0	0	0	0	0	0.01364	0.13163	0.03794	0.06203	0.40505	0.20531	0.05924	0.0923	0.07639	0.1209	0.03377	0.0118	0.65963	0.13497	0.8364	0	0.08002	0.01787	0	0	0	0.23954	0.34263	0.03573	0.07438	0.0378	0.06992	0.09088	0	0.50655	0.16644	0	0	0.00511	0.0182	0.00061	0.04411
s__Streptococcus_oralis	0	0	0	0.03394	0	0	0	0	0	0	0	0.00291	0	0.0159	0.00408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0.00302	0	0	0	0	0	0	0	0.00401	0.00277	0	0.0357	0	0.00613	0	0	0	0.01882	0.00984	0	0	0	0	0	0	0	0	0	0	0	0	0.00251	0	0	0.03885	0	0.00277	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244
s__Massilistercora_timonensis	0	0	0	0.03375	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03668	0.00664	0	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02623	0.00604	0	0	0	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9781_SGB66170	0	0	0	0.0333	0	0	0.16208	0.07172	0.04458	0	0	0	0	0	0	0	0	0	0.21584	0.18697	0.68305	0.11749	0.07329	0.02484	0.09701	0.07053	0.03152	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03803	0	0.01935	0	0	0.00108	0.02835	0.02225	0.01231	0	0.00946	0.00176	0	0	0.03169	0	0	0	0	0	0	0	0	0	0	0.01231	0	0	0.00922	0.04059	0.01152
s__Phascolarctobacterium_faecium	0	0	0	0.03258	0	0	0.36172	0.7584	0.75151	0	0.00246	0	0	0	0	0.46644	0.93511	0.48353	0.01061	0	0	0	0	0	0	0	0	1.02654	1.65682	1.48757	0	0	0	0.6176	0.59949	0	0	0	0	0	0	0	0	0	0	0	0	0.00966	0.01042	0	0.37536	0.20614	0.26976	1.09424	0.75345	1.04249	0	0	0	0	0	0	0	0	0	0.47881	1.02321	0.02775	1.10824	1.17558	0.84293	1.08413	0.99187	0.52046	0.26427	0.34509	0	0	0	0	0.78202	0.20459	0	0
s__Roseburia_faecis	0	0	0	0.03197	0.50037	0	0.03303	0.64732	0.29061	2.05702	0.02847	0.00795	1.99866	4.05432	1.704	5.30783	2.41086	2.3996	0.32198	0.02079	0	0	0.31456	0.25599	0	0	0	0.96507	2.34409	0.00221	0.00119	0	0.89958	0	0	2.78195	2.09183	0.50654	1.74216	1.59931	0	0.35667	0.35715	0.32035	2.20376	0.08562	1.92036	1.88726	2.5781	0.64618	0.18728	2.48111	0.41636	0.8217	3.70679	0.14221	2.64551	2.17269	2.89807	0.61828	0.23089	0.59901	6.45341	5.07764	11.62597	0.14894	0	0.08494	0	0	0	0.02316	2.49861	0.4492	6.02297	2.53614	1.1409	0.54617	0.85023	0	1.13468	0.0535	0	0
s__Streptococcus_gordonii	0	0	0	0.03169	0	0	0	0	0	0	0	0	0	0.0222	0.00271	0	0	0	0	0	0	0	0	0	0.00305	0.0007	0.00813	0	0	0.00364	0	0	0	0	0	0	0	0	0	0	0	9.00E-05	0.00425	0	0.00701	0	0.00701	0.00235	0.00171	0.03311	0.14767	0.07159	0.0783	0	0	0	0	0	0	0	0.00035	0	0.02451	0.02465	0.02646	0.00087	0	0.05483	0	0	0	0	0.01996	0	0	0	0	0	0.01887	0.04687	0	0.00067	0	0.0014
s__Eisenbergiella_sp_OF01_20	0	0	0	0.03138	0.05068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00456	0	0	0	0	0	0.01408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01331	0
s__GGB9237_SGB14179	0	0	0	0.02978	0.00681	0	0.00495	0	0.00032	0	0	0	0.04653	0.00666	0.03727	0	0	0	0	0	0	0.10458	0.03149	0.08514	0.02153	0.01779	0.00869	0.06602	0.01371	0.00323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00971	0.01363	0.0215	0	0	0	0.00275	0.00515	0	0	0	0	0.01467	0.04474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01032	0.04809	0	0.01755
s__GGB9185_SGB14124	0	0	0	0.02907	0.04414	0	0.01197	0.03261	0.01476	0	0	0	0	0	0	0	0	0	0	0	0	0.01136	0.00456	0.00902	0.03329	0.04189	0.02391	0.00909	0.00141	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01306	0.01555	0.00856	0	0	0	0.01112	0.00075	0.00319	0	0	0	0	0.01861	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0.01816	0.00802	0.00114
s__Bacteroides_finegoldii	0	0	0	0.0274	1.15162	0	0.00062	0.16329	0.18288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00835	0.01971	0.08122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2903	0.81384	0.49978	0	0	0	0.01771	0.11066	0.04139	0	0	0	0	0	0	8.00E-05	0.0958	0.04221	0	0	0	0	0	0	1.3319	0.38139	0.44139	0	0	0.69036	0.23831	0	0	0	0	0	0
s__Emergencia_timonensis	0	0	0	0.02638	0.00668	0	0	0	0	0.09622	0.04182	0.13773	0	0	0	0	0	0	0.06288	0.10762	0.17505	0	0	0	0	0	0	0	0	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974	0.00286	0	0	0	0	0	0	0	0	0	0	0.08349	0.20922	0.01178	0	0	0	0	0	0	0.05498	0.01386	0.05958	0	0	0.18807	0	0	0	0	0	0	0	0	0.23831	0.18195
s__GGB45432_SGB63101	0	0	0	0.02573	0.00797	0	0.11444	0.03923	0.0492	0.00581	0.00411	0.00871	0	0	0	0	0	0	0.16486	0.20357	0.22536	0.17779	0.08947	0.09239	0.26433	0.30268	0.10384	0.116	0.04974	0.14947	0.00355	0.00138	0.0111	0.00827	0.01127	0	0	0	0	0	0	0	0	0	0	0	0	0.13637	0.0425	0.08747	0.0974	0.03061	0.18859	0.03468	0.01214	0.01476	0	0	0	0	0	0	0.0179	0.04184	0.01914	0.00333	0.00293	0.04221	0.04293	0.02805	0.15324	0.01615	0.05382	0.0825	0.01084	0	0.02483	0.02772	0.00779	0	0.01191	0.03534	0.03297	0.06748
s__GGB3817_SGB5182	0	0	0	0.02552	0.03614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01578	0.02114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04283	0.02846	0.03938	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB3321_SGB4394	0	0	0	0.02488	0.03976	0	0.0024	0.01905	0.02881	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0.00321	0	0	0	0.01731	0.02902	0.00733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9781_SGB15402	0	0	0	0.02339	0.00871	0	0.11311	0.04435	0.03972	0	0	0	0	0	0	0	0	0	0.08653	0.12583	0.16245	0.08771	0.09566	0.06465	0.03325	0.02652	0.01246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162	0.03094	0.01946	0	0	0	0.00104	0	0	0	0	0	0.02446	0.00062	0.01368	0	0	0.00348	0.02553	0.03794	0.01118	0	0.00943	0.00109	0	0	0.01932	0	0	0	0	0	0	0	0	0.00089	0	0.00038	0.02571	0.00174	0.04635	0.06589	0.02228
s__GGB9634_SGB15093	0	0	0	0.02331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09988	0.05948	0.04803	2.72915	2.42895	0.84678	1.17141	1.34397	0.01428	0	0	0	0	0.0191	0	0	2.01482	1.72488	0.50902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02973	0.02863	0.09858	0	0	0	0	0	0	0	0.01654	0.00012	0	0	0	0	0	0	0	0	0	0	0	0.92003	2.08021	0	0	0	0	3.97798	1.62751
s__GGB43675_SGB61016	0	0	0	0.02314	0	0	0.04784	0.00665	0.00869	0	0	0	0	0	0	0	0	0	0.28688	0	0.37818	0.01159	0.01912	0.00353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03267	0.03779	0.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Faecalibacterium_sp_HTFF	0	0	0	0.02212	1.59075	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02251	0	0	0.00659	0.03368	0.07437	0	0	0	1.04239	1.09494	0.36541	0	0	0	0	0	0	0	0.09492	0.16905	0.14915	0.30817	0	0	0	0	0	0	0.25913	0.22291	0.25331	0	0	0	0.07995	0.22818	0.04517	0	0	0	0.35283	0.27073	0.57567	0.01656	0.17484	0.31065	0.40139	0.07704	0.00528	0	0	0	0	0	0	0	0.21856	0.52711	0.25821	0.01198	0	0	0.03932	0	0
